policy_id,customer_name,gender,age,marital_status,state,city,pincode,aadhaar_masked,occupation_type,annual_income_Amount,bmi,tobacco_usage,physical_activity_level,policy_type,sum_insured,policy_start_date,claim_date,hospital_name,hospital_tier,room_category,cashless_claim,agent_channel,hospital_bill_amount,total_claim_amount
IND103418,Zehaan Butala,male,39,married,Uttar Pradesh,Noida,585884,XXXX-XXXX-4087,Business,543549.63,33.23703817,smoking,moderate,individual,1000000,01/12/2019,20/10/2020,Bath-Nigam Hospital,private_corporate,general,yes,aggregator,70976.7,69404.93
IND100909,Isaiah Desai,Male,37,Married,Uttar Pradesh,Noida,513518,XXXX-XXXX-4089,Salaried,543768.44,22.23751984,none,high,family_floater,5000000,28/01/2019,27/03/2024,"Goyal, Ben and Patla Hospital",private_corporate,private,no,aggregator,70979.94,69441.9
IND106265,Gavin Singhal,Male,78,Divorced,Maharashtra,Mumbai,798799,XXXX-XXXX-4093,Retired,543881.02,30.8721137,none,high,family_floater,300000,17/12/2023,11/05/2026,Dugar Group Hospital,private_corporate,deluxe,yes,agent,71047.42,69490.35
IND103497,Frado Ranganathan,Male,18,married,Uttar Pradesh,Noida,386089,XXXX-XXXX-4097,Business,544016.23,28.62365447,chewing,moderate,individual,500000,29/04/2023,28/05/2024,Mand-Roy Hospital,private_small,general,no,online,71060.77,69501.47
IND102234,Deepa Nadig,Female,50,Married,Uttar Pradesh,Lucknow,854914,XXXX-XXXX-4100,Retired,544183.53,22.04268429,none,moderate,individual,300000,06/04/2020,12/10/2023,Lala Inc Hospital,private_corporate,general,yes,online,71077.93,69566.52
IND100061,Rudra Ramachandran,female,32,Divorced,Delhi,New Delhi,952262,XXXX-XXXX-4116,Student,544322.85,24.12177689,smoking,low,individual,500000,30/04/2018,12/01/2023,Wable-Maharaj Hospital,private_small,general,no,bancassurance,71120.49,69594.96
IND103317,Adya Chhabra,Male,40,Single,Tamil Nadu,Chennai,358131,XXXX-XXXX-4117,Student,544717.79,26.58374147,none,low,family_floater,2000000,25/03/2021,10/10/2024,Shroff LLC Hospital,govt,deluxe,yes,agent,71157.17,69659.92
IND106283,Rajeshri Mani,Male,58,Married,West Bengal,Kolkata,476621,XXXX-XXXX-4121,Salaried,545312.69,22.46590607,none,low,individual,500000,17/08/2021,30/07/2022,Varkey Group Hospital,private_small,semi-private,yes,online,71193.97,69685.24
IND107750,Anya Chawla,Male,50,Single,Maharashtra,Pune,110200,XXXX-XXXX-4123,Unemployed,546228.07,25.12736483,none,moderate,individual,1000000,07/11/2020,05/05/2022,"Dey, Bahl and Dugar Hospital",private_corporate,general,no,online,71214.72,69694.19
IND103386,Ryan Verma,male,18,Single,Maharashtra,Pune,177514,XXXX-XXXX-4128,Retired,546242.51,25.73129409,chewing,moderate,senior_citizen,5000000,18/06/2021,27/07/2021,Pradhan Ltd Hospital,private_corporate,semi-private,yes,bancassurance,71267.78,69700.2
IND105442,Veer Sibal,Male,18,married,Maharashtra,Nagpur,311807,XXXX-XXXX-4133,Student,546885.18,21.44468741,none,moderate,individual,300000,05/02/2019,27/06/2023,Manne-Tandon Hospital,govt,deluxe,yes,aggregator,71299.02,69791.87
IND105014,Rehaan Sarin,female,27,married,Delhi,New Delhi,252795,XXXX-XXXX-4141,Retired,547010.43,23.74503066,none,low,individual,5000000,22/01/2021,19/12/2024,Nadkarni Ltd Hospital,private_corporate,general,yes,online,71337.13,69791.96
IND103335,Nimrat Kara,Male,20,married,Tamil Nadu,Coimbatore,612267,XXXX-XXXX-4147,Salaried,547229.47,29.07035679,chewing,moderate,family_floater,2000000,25/08/2020,03/09/2022,Balasubramanian-Ghose Hospital,private_corporate,private,yes,bancassurance,71383.04,69823.38
IND102083,Kai Garg,Male,56,Divorced,Maharashtra,Pune,631691,XXXX-XXXX-4148,Business,547782.35,21.8791086,none,moderate,individual,5000000,16/05/2022,06/06/2027,"Thaman, Subramaniam and Bose Hospital",private_small,private,yes,aggregator,71412.52,69825.59
IND103458,Ucchal Dhar,Female,38,Single,Uttar Pradesh,Noida,259401,XXXX-XXXX-4152,Self-employed,547926.68,29.9177904,none,low,family_floater,500000,01/01/2022,24/11/2024,"Guha, Swamy and Wagle Hospital",private_corporate,deluxe,yes,bancassurance,71456.66,69841.56
IND100077,Bakhshi Narula,Female,24,Widowed,Delhi,New Delhi,319242,XXXX-XXXX-4161,Self-employed,548158.04,24.85817204,none,moderate,family_floater,500000,28/12/2022,03/09/2026,Khurana Inc Hospital,private_small,general,yes,agent,71575.36,69967.3
IND103486,Netra Chana,female,53,Married,Karnataka,Mysuru,938145,XXXX-XXXX-4162,Retired,548438.12,26.08878979,smoking,low,family_floater,1000000,13/01/2019,21/09/2022,Sibal and Sons Hospital,private_small,deluxe,yes,online,71582.44,69993
IND102209,Simon Hans,Female,31,Divorced,Maharashtra,Pune,364266,XXXX-XXXX-4170,Self-employed,549260.12,28.34309413,none,low,senior_citizen,500000,02/03/2019,26/08/2021,"Sen, Dewan and Pandey Hospital",private_corporate,deluxe,no,online,71623.1,70083.87
IND106761,Gaurang Jani,Male,66,Single,Tamil Nadu,Chennai,266240,XXXX-XXXX-4175,Salaried,549355.15,33.20407321,chewing,moderate,senior_citizen,2000000,25/09/2023,18/12/2027,Dugar-Minhas Hospital,private_corporate,deluxe,yes,bancassurance,71654.82,70087.09
IND104261,Lavanya Mand,Female,39,Widowed,Tamil Nadu,Chennai,260702,XXXX-XXXX-4176,Student,549368.69,21.84920842,none,moderate,family_floater,500000,21/06/2020,03/03/2022,Salvi-Jaggi Hospital,private_small,semi-private,yes,online,71684.5,70092.65
IND100052,Jacob Kaur,Female,29,Widowed,Tamil Nadu,Coimbatore,805383,XXXX-XXXX-4178,Student,549444.04,20.35884578,chewing,moderate,individual,1000000,17/12/2018,16/05/2019,"Maharaj, Murty and Sehgal Hospital",private_corporate,semi-private,yes,agent,71712.51,70155
IND106729,Nitara Bhat,female,53,Widowed,Tamil Nadu,Chennai,774374,XXXX-XXXX-4185,Salaried,549603.93,27.40912789,none,low,senior_citizen,5000000,08/01/2020,30/04/2025,Hari-Keer Hospital,private_corporate,semi-private,yes,bancassurance,71713.46,70162.33
IND100561,Yatin Kulkarni,Female,58,Married,West Bengal,Kolkata,458772,XXXX-XXXX-4191,Student,550165.26,23.89283876,smoking,high,individual,300000,13/11/2023,26/11/2025,Walla-Sahni Hospital,private_corporate,private,no,bancassurance,71713.47,70190.88
IND106895,Charles Pradhan,Female,18,Widowed,Uttar Pradesh,Noida,943807,XXXX-XXXX-4194,Student,550215.36,29.08476593,none,moderate,family_floater,2000000,15/09/2022,03/03/2023,Vig-Memon Hospital,private_small,general,yes,bancassurance,71730.25,70249.47
IND106308,Suhani Mishra,female,24,Single,Uttar Pradesh,Noida,264810,XXXX-XXXX-4209,Student,550395.18,25.30156914,both,low,family_floater,5000000,18/05/2021,26/05/2022,Raja and Sons Hospital,private_small,private,no,aggregator,71781,70280.17
IND107878,Gavin Zachariah,Female,25,Divorced,Delhi,New Delhi,346287,XXXX-XXXX-4212,Retired,550459.49,33.06891655,none,low,individual,500000,19/06/2023,18/11/2027,Mammen PLC Hospital,private_corporate,private,no,online,71796.55,70304
IND100573,Pushti Bajaj,Female,52,Divorced,Delhi,New Delhi,452898,XXXX-XXXX-4222,Unemployed,551913.31,32.96848375,none,moderate,senior_citizen,500000,02/07/2020,22/11/2022,Mohanty-Barad Hospital,private_corporate,semi-private,yes,agent,71905.75,70374.08
IND101996,Yash Suri,Male,18,married,Karnataka,Bengaluru,469082,XXXX-XXXX-4226,Unemployed,553277.52,24.82333681,none,moderate,family_floater,2000000,01/04/2018,10/04/2023,Balasubramanian and Sons Hospital,govt,semi-private,no,agent,71914.17,70375.11
IND100757,Utkarsh Mangal,male,61,Divorced,West Bengal,Kolkata,648055,XXXX-XXXX-4228,Salaried,553414.61,25.65663573,chewing,high,individual,2000000,26/11/2019,03/08/2020,Kata-Rege Hospital,private_corporate,private,yes,online,71929.53,70389.98
IND106349,Watika Dhar,Male,48,Divorced,Maharashtra,Mumbai,936071,XXXX-XXXX-4236,Unemployed,553502.47,28.90076722,none,moderate,family_floater,5000000,05/06/2020,13/11/2025,Deep-Bhatia Hospital,private_corporate,private,yes,aggregator,72058.85,70443.27
IND107626,Timothy Shanker,Male,32,Single,Uttar Pradesh,Kanpur,588233,XXXX-XXXX-4239,Salaried,553874.93,26.36809045,smoking,low,individual,2000000,04/07/2023,10/09/2025,Borah Ltd Hospital,private_small,deluxe,yes,aggregator,72084.15,70512.69
IND104250,Radha Kale,female,46,Widowed,West Bengal,Kolkata,337186,XXXX-XXXX-4242,Self-employed,553907.75,21.32411702,none,high,senior_citizen,5000000,12/08/2022,08/04/2023,Palla LLC Hospital,private_corporate,semi-private,yes,agent,72089.78,70550.45
IND105506,Tristan Mani,female,48,married,Tamil Nadu,Coimbatore,949833,XXXX-XXXX-4243,Retired,554125.13,29.71878199,none,high,senior_citizen,5000000,04/02/2023,01/09/2026,Rai-Dixit Hospital,private_corporate,private,yes,online,72100.82,70559.71
IND106074,Ekapad Gupta,male,18,Widowed,Karnataka,Bengaluru,697006,XXXX-XXXX-4246,Unemployed,554539.03,32.69251464,none,moderate,family_floater,500000,11/12/2019,08/10/2023,"Das, Thaker and Pai Hospital",private_corporate,private,yes,aggregator,72112.75,70590.98
IND107409,Nicholas Peri,Male,18,Divorced,Delhi,New Delhi,48725,XXXX-XXXX-4251,Salaried,555000.7,18.71978085,smoking,moderate,family_floater,300000,30/07/2023,12/04/2028,Anand LLC Hospital,private_corporate,general,no,agent,72115.3,70596.65
IND104755,Saanvi Kaul,Male,67,Widowed,Delhi,New Delhi,591650,XXXX-XXXX-4253,Business,555102.64,33.04486769,smoking,low,individual,300000,26/11/2022,08/02/2028,Hans-Tata Hospital,govt,private,yes,bancassurance,72115.98,70623.72
IND100706,Udant Khatri,female,35,married,Karnataka,Bengaluru,523618,XXXX-XXXX-4263,Unemployed,555120,15.27431878,none,moderate,individual,1000000,18/10/2020,19/04/2024,"Sinha, Sarin and Iyengar Hospital",private_small,deluxe,yes,online,72122.41,70631.44
IND105746,Tanvi Sidhu,Male,52,Married,Maharashtra,Nagpur,545555,XXXX-XXXX-4277,Salaried,555149.51,19.50518818,chewing,low,individual,1000000,24/10/2020,06/06/2023,Sheth-Warrior Hospital,private_small,semi-private,no,online,72142.18,70635.17
IND106366,Ekalinga Palan,Male,47,Married,Karnataka,Bengaluru,923841,XXXX-XXXX-4278,Student,555355.17,23.86681878,none,moderate,family_floater,5000000,04/05/2019,10/05/2023,Dhingra Group Hospital,govt,private,yes,aggregator,72148.88,70671.66
IND102076,Varsha Peri,female,40,Widowed,Delhi,New Delhi,553263,XXXX-XXXX-4279,Self-employed,555363.27,26.95081247,none,moderate,senior_citizen,1000000,10/09/2021,02/11/2023,Chana-Ganesh Hospital,private_corporate,deluxe,no,aggregator,72217.24,70713.39
IND107195,Yoshita Pandey,male,24,married,Maharashtra,Pune,286851,XXXX-XXXX-4308,Unemployed,558101.92,21.11387942,none,high,individual,2000000,22/03/2023,12/09/2025,Garde LLC Hospital,private_corporate,deluxe,no,agent,72335.22,70767.58
IND104858,Radhika Chadha,Male,53,Single,Delhi,New Delhi,90573,XXXX-XXXX-4309,Unemployed,558258.25,23.33767044,none,low,family_floater,300000,26/01/2021,15/12/2023,"Subramaniam, Bala and Kanda Hospital",private_corporate,general,yes,online,72345.68,70784.68
IND104405,Xalak Hayer,male,37,Divorced,Delhi,New Delhi,346240,XXXX-XXXX-4324,Unemployed,558816.99,27.10205358,none,low,family_floater,500000,31/01/2023,14/09/2025,Mall Ltd Hospital,private_small,semi-private,no,aggregator,72391.28,70847.96
IND101060,Chandani Dani,Female,35,Divorced,Karnataka,Mysuru,122238,XXXX-XXXX-4328,Retired,559157.91,23.81812029,none,moderate,individual,300000,07/05/2018,03/05/2021,"Konda, Lanka and Manda Hospital",private_corporate,deluxe,yes,aggregator,72444.88,70855
IND100464,Nachiket Rau,Female,36,Single,Maharashtra,Nagpur,154638,XXXX-XXXX-4329,Business,559160.05,27.27351302,none,low,family_floater,300000,30/06/2022,22/10/2024,Dutta Ltd Hospital,private_small,semi-private,yes,online,72491.28,70869.01
IND106256,Naksh Som,female,48,Married,Delhi,New Delhi,306243,XXXX-XXXX-4331,Business,559232.2,32.27464415,chewing,moderate,family_floater,1000000,07/12/2022,12/04/2024,Kannan and Sons Hospital,private_corporate,deluxe,yes,aggregator,72613.57,70881.93
IND103390,Sneha Ramesh,male,48,married,Karnataka,Bengaluru,505554,XXXX-XXXX-4335,Unemployed,559440.03,27.37237502,none,moderate,family_floater,300000,02/02/2023,08/03/2024,Menon-Bedi Hospital,private_small,general,yes,online,72681.89,70924.94
IND107789,Urmi Suresh,female,44,Divorced,Uttar Pradesh,Lucknow,329761,XXXX-XXXX-4339,Retired,559711.66,23.27090811,none,moderate,family_floater,2000000,11/09/2021,02/04/2023,Chaudhari-Lanka Hospital,private_corporate,general,yes,online,72689.53,70934.43
IND101713,Gabriel Bahl,female,70,Divorced,Tamil Nadu,Chennai,553355,XXXX-XXXX-4340,Salaried,559744.79,26.4686629,smoking,high,family_floater,300000,26/10/2019,31/03/2022,Kalla-Patel Hospital,private_small,private,yes,aggregator,72770.49,71061.25
IND106812,Jeet Chhabra,Female,46,married,Delhi,New Delhi,923724,XXXX-XXXX-4347,Retired,559918.89,24.92194981,none,high,family_floater,2000000,22/08/2022,25/10/2025,"Banerjee, Mangat and Brahmbhatt Hospital",private_small,semi-private,no,bancassurance,72782.86,71071.67
IND103753,Darpan Deshpande,Male,40,Married,Delhi,New Delhi,443260,XXXX-XXXX-4349,Business,560005.36,26.23091808,both,moderate,individual,2000000,26/12/2020,28/02/2025,"Prabhu, Mital and Behl Hospital",private_small,semi-private,yes,online,72788.71,71087.43
IND107225,Chakradev Handa,Male,36,Widowed,Maharashtra,Nagpur,991927,XXXX-XXXX-4351,Retired,560103.49,23.3325537,none,low,family_floater,500000,04/12/2022,12/05/2023,Iyer-Babu Hospital,private_corporate,private,yes,aggregator,72818.29,71093.75
IND104982,Bhavini Krishnan,male,26,married,Uttar Pradesh,Lucknow,833665,XXXX-XXXX-4352,Business,560224.34,27.07570231,smoking,high,individual,300000,13/01/2018,05/11/2019,Rajan-Khosla Hospital,private_corporate,semi-private,yes,online,72834.48,71129.15
IND100626,Gaurang Rajagopalan,Female,58,Single,Karnataka,Mysuru,448967,XXXX-XXXX-4355,Unemployed,560266.59,27.22190072,none,low,family_floater,2000000,16/08/2018,04/03/2023,"Tara, Dash and Dhillon Hospital",private_small,deluxe,yes,bancassurance,72855.66,71131.81
IND105510,Bhanumati Nanda,male,35,Married,Delhi,New Delhi,462009,XXXX-XXXX-4357,Self-employed,560511.79,32.16289864,none,low,individual,5000000,24/07/2022,24/01/2024,Kala Ltd Hospital,private_corporate,deluxe,no,agent,72860.25,71166.54
IND107141,Isaiah Sahni,Male,38,Divorced,Karnataka,Mysuru,916162,XXXX-XXXX-4362,Unemployed,560912.39,31.30408187,none,moderate,individual,300000,07/08/2019,22/03/2024,Minhas-Baral Hospital,private_corporate,private,no,bancassurance,72877.37,71208.65
IND106553,Arjun Gupta,female,37,Widowed,Uttar Pradesh,Noida,304905,XXXX-XXXX-4367,Retired,560939.9,28.11371278,both,moderate,individual,5000000,19/04/2022,03/02/2027,Bhakta-Narain Hospital,private_small,semi-private,yes,online,72881.26,71210.16
IND102780,Tara Walia,Female,67,Married,Uttar Pradesh,Noida,995648,XXXX-XXXX-4370,Unemployed,560972.77,20.10474054,none,moderate,individual,1000000,28/03/2023,02/06/2025,"Balasubramanian, Thakur and Bhavsar Hospital",private_corporate,deluxe,yes,aggregator,72948.68,71229.25
IND106508,Orinder Balan,male,41,Widowed,Tamil Nadu,Chennai,750720,XXXX-XXXX-4371,Unemployed,561274.46,20.3663819,none,low,family_floater,300000,05/04/2023,31/01/2025,Jani-Vasa Hospital,private_corporate,deluxe,yes,agent,72977.27,71244.28
IND100011,David Thakur,Male,44,Married,Maharashtra,Mumbai,345094,XXXX-XXXX-4374,Self-employed,561635.46,20.32234945,smoking,low,senior_citizen,300000,18/11/2023,27/06/2024,Bumb-Koshy Hospital,private_small,private,no,aggregator,72987,71263.73
IND102970,Nandini Das,female,18,married,Uttar Pradesh,Noida,762574,XXXX-XXXX-4379,Salaried,561673.25,29.23317773,none,moderate,individual,1000000,04/01/2022,07/03/2027,Manda PLC Hospital,govt,general,no,bancassurance,73044.01,71264.31
IND106855,Panini Chadha,Male,29,Single,Maharashtra,Nagpur,473053,XXXX-XXXX-4381,Business,561795.89,25.55463782,none,moderate,family_floater,5000000,09/05/2023,27/06/2027,Khare-Pradhan Hospital,private_corporate,private,yes,online,73045.91,71269.71
IND106590,Xavier Sarkar,male,40,Married,West Bengal,Kolkata,526495,XXXX-XXXX-4389,Salaried,561799.09,23.43640778,none,low,senior_citizen,500000,13/06/2020,09/07/2023,Borde-Naidu Hospital,private_corporate,private,yes,bancassurance,73055.97,71282.15
IND100198,Aadhya Dar,Male,36,Divorced,Tamil Nadu,Coimbatore,122536,XXXX-XXXX-4393,Self-employed,561813.41,26.44351792,none,low,individual,5000000,14/02/2021,02/02/2022,Pandya-Singh Hospital,private_corporate,private,yes,bancassurance,73085.5,71298.67
IND102546,Edhitha Swamy,Female,35,married,Tamil Nadu,Chennai,728180,XXXX-XXXX-4397,Retired,562061.58,27.61259497,both,low,family_floater,300000,29/05/2021,22/12/2021,"Bhalla, Varghese and Swamy Hospital",private_corporate,semi-private,no,bancassurance,73272,71329.52
IND107566,Faris Golla,Female,44,married,Tamil Nadu,Chennai,281543,XXXX-XXXX-4400,Self-employed,563892.4,20.95442032,smoking,low,family_floater,2000000,31/03/2019,12/11/2020,Mammen-Vala Hospital,private_corporate,private,no,bancassurance,73292.06,71455.11
IND101510,Yahvi Ganesan,Male,52,Married,Uttar Pradesh,Kanpur,601142,XXXX-XXXX-4401,Student,563951.32,17.7776245,none,low,family_floater,2000000,21/02/2022,21/06/2025,"Karpe, Mutti and Badal Hospital",private_small,deluxe,yes,agent,73299.07,71460.21
IND102733,Theodore Nagar,Female,18,Widowed,Tamil Nadu,Chennai,564143,XXXX-XXXX-4405,Self-employed,564071.57,24.73697006,chewing,moderate,individual,1000000,25/02/2019,23/06/2020,"Ahluwalia, Narayanan and Cherian Hospital",private_corporate,private,yes,online,73384.85,71480.91
IND103776,Harish Pandit,Male,62,Widowed,Uttar Pradesh,Kanpur,226169,XXXX-XXXX-4411,Salaried,564125.51,27.94260937,none,low,individual,2000000,09/03/2019,22/09/2022,Narang PLC Hospital,private_small,semi-private,no,aggregator,73400.16,71597.67
IND107567,Pranav Parsa,Female,36,Widowed,Tamil Nadu,Chennai,900620,XXXX-XXXX-4412,Business,564772.39,19.50686024,none,moderate,individual,1000000,07/06/2019,13/08/2019,"Patla, Nadig and Mallick Hospital",private_corporate,general,yes,agent,73409.63,71609.28
IND103787,Ekta Baral,male,45,Married,Karnataka,Bengaluru,260741,XXXX-XXXX-4414,Salaried,565175.12,28.03460871,none,moderate,individual,300000,26/06/2018,15/08/2018,Mander Ltd Hospital,private_corporate,deluxe,no,aggregator,73423.71,71615.43
IND107149,Tripti Ramachandran,Female,39,Divorced,West Bengal,Kolkata,316855,XXXX-XXXX-4418,Business,565227.97,20.72632886,none,low,family_floater,2000000,09/04/2018,05/07/2018,Madan-Saini Hospital,govt,semi-private,yes,bancassurance,73451.78,71623.19
IND102163,Yasti Barad,Female,50,married,West Bengal,Kolkata,517267,XXXX-XXXX-4423,Business,565478.6,28.31399048,none,moderate,family_floater,300000,09/09/2018,18/01/2020,Kanda Group Hospital,private_corporate,deluxe,no,bancassurance,73467.66,71740.23
IND106467,Lohit Gopal,male,18,married,Tamil Nadu,Coimbatore,552445,XXXX-XXXX-4425,Retired,565637.4,26.21239986,none,moderate,individual,1000000,08/09/2019,04/07/2021,Chander-Arora Hospital,private_corporate,general,no,agent,73473.89,71740.46
IND104036,Arjun Wali,female,56,Single,Uttar Pradesh,Noida,367188,XXXX-XXXX-4429,Business,566089.65,24.75490128,chewing,low,senior_citizen,2000000,29/08/2022,14/05/2026,"Luthra, Shah and Doctor Hospital",private_small,semi-private,no,aggregator,73519.11,71764.89
IND107311,Geetika Kashyap,Female,49,married,Maharashtra,Nagpur,371182,XXXX-XXXX-4432,Business,566301.74,22.29547534,smoking,low,family_floater,5000000,18/09/2018,01/01/2024,"Palla, Parekh and Chopra Hospital",private_corporate,private,yes,bancassurance,73533.03,71836.5
IND104564,Harrison Bhagat,female,62,Divorced,Karnataka,Bengaluru,999422,XXXX-XXXX-4442,Student,566803.78,35.05986947,smoking,low,individual,1000000,06/03/2021,27/03/2025,Gade Group Hospital,private_small,semi-private,yes,bancassurance,73607.56,71888.81
IND103991,Karan Balasubramanian,female,42,Single,Uttar Pradesh,Noida,661293,XXXX-XXXX-4444,Unemployed,566999.63,27.80077652,smoking,moderate,individual,300000,12/12/2019,15/05/2022,"Date, Jhaveri and Narasimhan Hospital",govt,private,yes,aggregator,73636.02,71912.31
